participant_id,maxpay,maxfare_1,maxfare_2,maxfare_3,maxfare_4,maxfare_5,maxfare_7,conf_right,conf_safetech,conf_safe,supportl_dv_1,supportl_dv_2,supportl_dv_3,supportl_dv_4,supportl_dv_5,supportl_dv_6,acc_blame_programmer,acc_blame_company,acc_blame_govt,acc_blame_other,acc_blame_other_text,reg_focus_safety,reg_focus_innovation,reg_focus_other,reg_focus_other_text,company_purchase_rank_1,company_purchase_rank_2,company_purchase_rank_3,company_purchase_rank_4,company_purchase_rank_5,company_purchase_rank_6,company_purchase_rank_7,opinions,future,you_alone,friends_alone,family_alone,stranger_alone,you_pass,friends_pass,family_pass,stranger_pass,benefits_oe,risks_oe,media,drive,taxi,publictransit,bike,attn2,firstmover_1,firstmover_2,firstmover_3,firstmover_4,firstmover_5,firstmover_6r,race,edu,status,Employment.Status,Sex,Country.of.Birth,First.Language,Ethnicity..Simplified.,Current.Country.of.Residence,Student.Status,Nationality
5c33a10c88e52b00017eb86f,0,0,10,5,20,0,0,Somewhat confident,Very confident,Somewhat confident,Agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Disagree,41,28,31,0,,90,10,0,,7,4,1,2,3,5,6,Experts in technology,Within 5-10 years,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Extremely comfortable,Slightly comfortable,"freedom, innovation, technology","safety, expensive, explosive",Within the past year,A few times per week,Never,Never,Once a month,A few times a year,Somewhat agree,Agree,Agree,Strongly agree,Agree,Somewhat disagree,White,Some college,7th Rung,Other,Female,United States,English,White,United States,No,United States
5c3435c893416800016dd400,0,10,15,0,20,2,2,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat agree,Strongly agree,Agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,50,50,0,0,,90,2,8,Ethics,3,2,1,4,7,6,5,Experts in technology,Within 5-10 years,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Less stressful driving.,Programming safety correctly.,Within the past few months,Daily,A few times a year,Never,Less than once a year,A few times a year,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,White,Some college,8th Rung,Full-Time,Male,United States,English,White,United States,No,United States
5c35293501f27e0001094ba5,42000,7,6,3,20,2,1,Not very confident,Somewhat confident,Somewhat confident,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,75,25,0,0,,100,0,0,,5,3,2,1,4,6,7,Experts in technology,Within 10-20 years,Slightly uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Slightly uncomfortable,Companies saving money.,No personal control.,Within the past few months,Daily,A few times a year,Less than once a year,Once a month,A few times a year,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,White,4 year degree,7th Rung,Other,Female,United States,English,White,United States,No,United States
5c3947291084f30001a00781,35,30,20,5,20,10,5,Not very confident,Not very confident,Somewhat confident,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat agree,73,27,0,0,,48,26,26,,6,3,1,7,2,5,4,The general public,Within 5-10 years,Moderately uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Moderately uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Neither comfortable nor uncomfortable,handicappe can get to doctors ,not being programed correctly,Within the past week,A few times per week,Never,Less than once a year,Daily,A few times a year,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Black or African American,Some college,7th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,United States,English,Black,United States,No,United States
5c3c7913b4f22c0001a0809c,42000,8,4,5,20,5,2,Not very confident,Not very confident,Not very confident,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,71,10,9,10,,70,20,10,,2,1,4,3,5,6,7,Experts in technology,Within 20-50 years,Neither comfortable nor uncomfortable,Slightly comfortable,Neither comfortable nor uncomfortable,Moderately comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,"efficiency, value, less decisions","safety,  maintenance, breakdowns, unable to repair yourself",Within the past month,A few times per week,Never,Never,Daily,A few times a year,Disagree,Somewhat disagree,Neither agree nor disagree,Agree,Agree,Agree,White,High school graduate,7th Rung,,Male,United States,English,White,United States,,United States
5c40134b1580e900012320ab,34000,12,15,8,20,10,2,Not confident at all,Not very confident,Not confident at all,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,55,45,0,0,,100,0,0,,1,5,3,7,2,6,4,Experts in technology,Within 10-20 years,Moderately uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Neither comfortable nor uncomfortable,Extremely uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Neither comfortable nor uncomfortable,"relaxation, savings, innovation","malfunction, error, cybersecurity",Within the past month,Daily,Never,Less than once a year,Once a month,A few times a year,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Somewhat agree,White,Some college,5th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,United States,English,White,United States,No,United States
5c4177c564c45700016a0f3e,50000,8,15,10,20,8,5,Not very confident,Not very confident,Not very confident,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,25,38,37,0,,57,43,0,,2,3,1,7,6,4,5,The government,Within 10-20 years,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Slightly uncomfortable,"Time, convenience and Innovation","Accidents, glitches, Uncertainty",Within the past few years,A few times per week,Less than once a year,Less than once a year,Never,A few times a year,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Black or African American,Professional degree,6th Rung,Part-Time,Female,United States,English,Black,United States,No,United States
5c46cd391ddd660001ca68a4,35000,12,8,8,20,3,2,Not confident at all,Not very confident,Somewhat confident,Disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Disagree,30,60,10,0,,80,15,5,Economic/Financial Impacts,6,1,2,5,4,7,3,Experts in ethics and social problems,Within 20-50 years,Moderately uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Slightly uncomfortable,Less vehicular accidents,Greater vehicle traffic,Within the past week,A few times per week,A few times a year,Daily,Daily,A few times a year,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Strongly disagree,"White,Hispanic or Latinx",4 year degree,6th Rung,Full-Time,Male,United States,English,White,United States,No,United States
5c476621b521ee00019abf67,20000,4,4,4,20,4,1,Not very confident,Not very confident,Not very confident,Disagree,Disagree,Disagree,Somewhat disagree,Strongly disagree,Strongly disagree,9,84,7,0,,93,7,0,,2,3,1,5,4,7,6,The general public,Within 10-20 years,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Moderately uncomfortable,"If they are electric, less emissions.  Less drunk driving.",The programming bugs might kill people. ,Within the past few months,A few times per week,A few times a year,A few times a year,Once a month,A few times a year,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,White,Professional degree,7th Rung,Part-Time,Female,United States,English,White,United States,No,United States
5c479e4cdeaef300017e5c9c,40000,9,8,6,20,5,3,Not confident at all,Somewhat confident,Not very confident,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Disagree,Disagree,27,26,47,0,,70,30,0,,3,4,5,1,6,2,7,The general public,Within 5-10 years,Slightly comfortable,Moderately comfortable,Moderately uncomfortable,Slightly uncomfortable,Moderately comfortable,Neither comfortable nor uncomfortable,Slightly uncomfortable,Neither comfortable nor uncomfortable,Reduced automobile-related deaths ,Risk of safety ,Within the past year,Less than once a year,A few times a year,A few times a year,Daily,A few times a year,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Hispanic or Latinx,High school graduate,9th Rung,Unemployed (and job seeking),Male,United States,English,Other,United States,No,United States
5c4c7a1a9446be00017e6b4a,10000,0,0,5,20,0,1,Not very confident,Not very confident,Not very confident,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,0,90,10,0,,85,15,0,,5,1,2,3,4,6,7,The autonomous vehicle companies themselves,It will never be widespread,Extremely comfortable,Neither comfortable nor uncomfortable,Extremely comfortable,Neither comfortable nor uncomfortable,Extremely comfortable,Neither comfortable nor uncomfortable,Extremely comfortable,Neither comfortable nor uncomfortable,"locations, compass, safe",jaws of life,I have never seen anything about autonomous vehicles,A few times per week,Never,Never,Never,A few times a year,Strongly disagree,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,American Indian or Alaska Native,Some college,4th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,United States,English,Asian,United States,No,United States
5c4de8f726093e000134ee6e,40000,20,20,9,20,8,4,Very confident,Completely confident,Very confident,Agree,Agree,Agree,Somewhat disagree,Agree,Agree,25,68,7,0,,69,31,0,,1,3,2,5,4,6,7,Experts in technology,Within the next 5 years,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,safe efficient fast,bugs errors humans,Within the past month,Daily,A few times each month,A few times a year,A few times per week,A few times a year,Strongly agree,Agree,Agree,Somewhat disagree,Agree,Somewhat disagree,White,Professional degree,4th Rung,Full-Time,Male,United States,English,White,United States,No,United States
5c50a8968071330001552626,40000,11,34,7,20,29,20,Somewhat confident,Very confident,Very confident,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,80,20,0,0,,98,2,0,,7,4,6,5,2,1,3,Experts in technology,Within 10-20 years,Slightly comfortable,Slightly uncomfortable,Extremely uncomfortable,Slightly uncomfortable,Slightly comfortable,Slightly uncomfortable,Moderately uncomfortable,Slightly comfortable,Convience and safety,Price and danger,Within the past month,A few times a year,A few times per week,Daily,Daily,A few times a year,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Hispanic or Latinx,4 year degree,5th Rung,Part-Time,Female,United States,English,White,United States,Yes,United States
5c510b41e459660001e38861,45000,15,5,10,20,8,1,Somewhat confident,Somewhat confident,Somewhat confident,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,23,62,15,0,,93,7,0,,NA,NA,NA,NA,NA,NA,NA,Experts in technology,Within 5-10 years,Slightly comfortable,Slightly comfortable,Slightly comfortable,Neither comfortable nor uncomfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Slightly comfortable,people don't drive,not normal conditions,Within the past month,Never,Once a month,A few times each month,A few times per week,A few times a year,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,White,4 year degree,5th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,United States,English,White,United States,No,United States
5c54fdde68c74d00013d237e,20000,13,9,6,20,6,2,Not very confident,Very confident,Somewhat confident,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,4,30,0,66,The passenger/driver,69,0,31,Environment,4,2,1,3,5,6,7,Experts in technology,Within 20-50 years,Moderately uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,"Smooth, accessibility, relaxing","Safety, environment, congestion",Within the past few months,Daily,Never,A few times a year,A few times per week,A few times a year,Strongly disagree,Strongly disagree,Disagree,Somewhat agree,Agree,Somewhat agree,White,4 year degree,6th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,Canada,English,White,United States,No,United States
5c5629c79fcbc40001dc55cc,38000,9,4,5,20,3,2,Not very confident,Not very confident,Not very confident,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,41,36,23,0,,96,4,0,,2,1,4,7,3,6,5,The general public,Within 10-20 years,Moderately uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Neither comfortable nor uncomfortable,Moderately uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Neither comfortable nor uncomfortable,less traffic accidents,technical errors failures,Within the past year,Daily,A few times a year,Less than once a year,A few times each month,A few times a year,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,White,4 year degree,6th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Male,United States,English,White,United States,No,United States
5c567e2acc53750001751cb0,20000,5,3,5,20,5,2,Not confident at all,Not confident at all,Not confident at all,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,30,70,0,0,,100,0,0,,2,7,1,3,4,6,5,The autonomous vehicle companies themselves,It will never be widespread,Extremely uncomfortable,Neither comfortable nor uncomfortable,Extremely uncomfortable,Neither comfortable nor uncomfortable,Extremely uncomfortable,Neither comfortable nor uncomfortable,Extremely uncomfortable,Neither comfortable nor uncomfortable,automated driving decisions,unpredictable driving hazards,Within the past year,A few times per week,Less than once a year,A few times a year,Daily,A few times a year,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Hispanic or Latinx,2 year degree,6th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Male,United States,English,Other,United States,No,United States
